log time,count,spend time
2024-01-03 10:22:45.963000,1,2.576
2024-01-03 10:38:17.174000,1,3.807
2024-01-03 11:27:47.120000,1,3.542
2024-01-03 10:20:58.949000,2,3.464
2024-01-03 11:27:45.827000,1,2.047
2024-01-03 11:27:32.187000,4,4.244
2024-01-03 10:42:16.550000,1,3.85
2024-01-03 10:22:47.148000,2,2.638
2024-01-03 09:48:58.293000,1,2.856
2024-01-03 10:23:02.921000,1,2.715
2024-01-03 11:27:11.762000,2,6.935
2024-01-03 10:20:23.641000,2,2.218
2024-01-03 10:42:12.348000,2,4.269
2024-01-03 10:23:28.137000,2,2.001
2024-01-03 10:42:34.674000,1,2.217
2024-01-03 10:20:08.086000,2,3.693
2024-01-03 09:50:09.208000,2,3.043
2024-01-03 10:20:36.218000,2,3.659
2024-01-03 11:26:55.202000,1,2.123
2024-01-03 09:49:57.504000,4,2.856
2024-01-03 10:42:33.385000,1,2.191
2024-01-03 10:37:17.869000,1,2.13
2024-01-03 09:49:30.638000,1,4.956
2024-01-03 10:20:44.574000,2,2.19
2024-01-03 10:20:38.884000,3,3.757
2024-01-03 10:20:40.064000,3,2.651
2024-01-03 10:20:20.321000,3,5.556
2024-01-03 10:42:33.614000,3,2.645
2024-01-03 10:20:55.820000,6,3.886
2024-01-03 10:38:16.616000,1,2.587
2024-01-03 09:50:45.962000,1,2.872
2024-01-03 10:21:24.723000,2,2.396
2024-01-03 10:37:52.027000,2,3.507
2024-01-03 10:38:16.519000,1,3.58
2024-01-03 11:27:54.214000,1,1.805
2024-01-03 10:20:56.462000,8,4.72
2024-01-03 10:37:51.604000,1,2.865
2024-01-03 10:23:07.655000,1,3.078
2024-01-03 10:20:41.362000,3,2.477
2024-01-03 10:23:19.872000,1,2.506
2024-01-03 10:42:14.819000,1,3.959
2024-01-03 10:37:48.489000,1,2.595
2024-01-03 11:27:44.539000,1,1.957
2024-01-03 10:20:24.520000,2,3.905
2024-01-03 09:49:45.028000,3,7.823
2024-01-03 09:50:27.066000,2,2.997
2024-01-03 11:27:11.847000,1,2.278
2024-01-03 10:42:38.534000,1,2.272
2024-01-03 11:27:45.092000,1,2.015
2024-01-03 10:38:49.509000,1,2.118
2024-01-03 10:43:18.613000,2,3.105
2024-01-03 09:49:58.455000,5,3.106
2024-01-03 11:27:25.721000,1,2.642
2024-01-03 10:23:03.245000,2,3.567
2024-01-03 11:27:08.624000,3,3.346
2024-01-03 09:49:58.134000,2,6.032
2024-01-03 09:49:07.768000,1,15.71
2024-01-03 11:27:43.800000,1,2.59
2024-01-03 10:43:00.340000,1,2.653
2024-01-03 10:21:38.079000,2,4.316
2024-01-03 10:20:59.148000,2,3.902
2024-01-03 11:26:55.950000,1,3.861
2024-01-03 10:22:41.556000,1,1.796
2024-01-03 10:23:18.492000,2,2.409
2024-01-03 10:22:41.021000,1,2.43
2024-01-03 11:27:54.535000,1,2.244
2024-01-03 09:49:29.355000,4,3.971
2024-01-03 10:42:50.048000,2,2.32
2024-01-03 11:27:26.379000,2,2.599
2024-01-03 10:42:37.252000,1,3.322
2024-01-03 10:38:18.664000,1,2.139
2024-01-03 10:37:55.135000,1,2.068
2024-01-03 10:23:05.288000,1,2.144
2024-01-03 10:23:01.646000,1,2.688
2024-01-03 09:49:59.850000,2,2.53
2024-01-03 09:49:11.213000,1,4.127
2024-01-03 10:20:23.107000,4,2.58
2024-01-03 10:37:21.222000,1,3.59
2024-01-03 10:21:25.691000,2,2.041
2024-01-03 10:37:29.889000,2,2.627
2024-01-03 10:43:38.063000,1,2.25
2024-01-03 10:42:01.811000,1,3.475
2024-01-03 10:43:13.981000,1,2.067
2024-01-03 09:49:09.051000,2,7.508
2024-01-03 10:42:58.198000,1,3.067
2024-01-03 11:27:30.453000,2,3.211
2024-01-03 10:20:56.248000,1,2.53
2024-01-03 09:49:14.330000,2,2.482
2024-01-03 10:23:08.605000,1,3.224
2024-01-03 10:24:20.547000,1,4.243
2024-01-03 11:26:57.253000,1,1.737
2024-01-03 10:38:31.535000,1,2.178
2024-01-03 10:37:20.119000,1,2.06
2024-01-03 09:49:33.970000,3,2.682
2024-01-03 10:21:42.184000,2,2.622
2024-01-03 09:50:15.869000,2,2.749
2024-01-03 10:20:23.540000,2,1.992
2024-01-03 11:27:07.011000,3,3.044
2024-01-03 10:42:51.652000,2,10.75
2024-01-03 10:24:05.088000,1,2.126
2024-01-03 10:23:26.641000,1,2.494
2024-01-03 11:27:28.951000,1,2.94
2024-01-03 10:37:20.026000,2,2.391
2024-01-03 10:21:20.226000,2,2.962
2024-01-03 10:23:47.051000,2,2.175
2024-01-03 09:49:30.336000,3,7.575
2024-01-03 10:37:31.713000,3,3.135
2024-01-03 10:23:28.999000,1,3.022
2024-01-03 10:42:18.565000,1,4.364
2024-01-03 10:42:17.610000,2,3.667
2024-01-03 09:50:58.832000,2,3.579
2024-01-03 09:49:32.466000,5,5.482
2024-01-03 10:38:18.126000,1,3.63
2024-01-03 10:37:58.377000,1,3.783
2024-01-03 10:23:05.183000,1,1.814
2024-01-03 09:48:56.791000,2,5.478
2024-01-03 09:50:35.317000,1,2.429
2024-01-03 10:37:52.670000,1,2.489
2024-01-03 11:27:29.931000,2,2.699
2024-01-03 10:23:03.685000,1,1.936
2024-01-03 10:43:31.716000,1,1.976
2024-01-03 10:20:37.486000,6,3.237
2024-01-03 10:23:30.285000,1,2.85
2024-01-03 10:20:36.844000,1,3.0
2024-01-03 11:27:33.249000,1,2.405
2024-01-03 10:37:49.993000,3,3.924
2024-01-03 10:23:01.096000,4,4.254
2024-01-03 10:42:52.202000,2,2.762
2024-01-03 11:27:44.869000,2,4.148
2024-01-03 09:50:10.066000,2,4.028
2024-01-03 10:38:52.628000,1,3.028
2024-01-03 11:27:28.411000,1,1.983
2024-01-03 10:20:07.447000,2,3.578
2024-01-03 09:49:12.058000,1,4.131
2024-01-03 09:49:56.221000,4,5.017
2024-01-03 10:37:50.970000,1,2.165
2024-01-03 09:49:09.284000,2,3.589
2024-01-03 10:20:43.730000,3,5.541
2024-01-03 10:38:17.491000,1,2.517
2024-01-03 09:50:56.168000,4,3.118
2024-01-03 09:49:44.709000,2,2.601
2024-01-03 11:27:27.766000,3,3.351
2024-01-03 10:42:32.099000,1,1.868
2024-01-03 10:23:09.143000,1,2.394
2024-01-03 10:24:06.685000,1,2.122
2024-01-03 11:27:32.494000,1,2.09
2024-01-03 09:49:59.638000,6,3.345
2024-01-03 10:38:49.708000,2,2.333
2024-01-03 10:20:57.550000,8,7.327
2024-01-03 10:37:19.476000,2,2.881
2024-01-03 09:49:45.777000,4,4.793
2024-01-03 10:42:35.001000,3,4.639
2024-01-03 10:42:00.650000,1,2.249
2024-01-03 10:37:31.924000,2,2.568
2024-01-03 10:24:07.021000,1,2.198
2024-01-03 10:22:45.842000,1,2.463
2024-01-03 10:20:40.921000,3,2.702
2024-01-03 11:27:46.688000,1,2.989
2024-01-03 10:37:51.066000,4,2.964
2024-01-03 10:43:19.781000,1,2.147
2024-01-03 09:49:56.096000,1,3.752
2024-01-03 10:42:33.925000,1,2.228
2024-01-03 10:38:17.919000,1,3.266
2024-01-03 10:38:50.367000,1,2.125
2024-01-03 10:42:59.595000,1,2.055
2024-01-03 10:42:36.492000,1,1.936
2024-01-03 10:20:37.699000,1,2.731
2024-01-03 10:22:29.297000,1,3.064
2024-01-03 10:44:00.521000,1,2.082
2024-01-03 10:24:04.218000,1,2.327
2024-01-03 10:43:01.760000,1,2.225
2024-01-03 10:20:18.828000,3,2.574
2024-01-03 11:26:57.773000,1,3.112
2024-01-03 10:20:08.182000,1,3.581
2024-01-03 10:20:08.302000,2,2.923
2024-01-03 10:22:58.411000,1,4.941
2024-01-03 09:49:29.886000,2,3.548
2024-01-03 09:50:33.604000,5,5.462
2024-01-03 10:20:58.525000,2,3.603
2024-01-03 09:50:00.516000,1,2.158
2024-01-03 11:27:47.008000,2,2.446
2024-01-03 10:20:40.608000,2,3.223
2024-01-03 09:50:08.579000,2,3.251
2024-01-03 10:22:41.862000,1,2.018
2024-01-03 10:21:06.249000,1,1.937
2024-01-03 10:43:37.193000,1,3.018
2024-01-03 10:23:21.268000,1,2.933
2024-01-03 09:49:56.738000,2,2.993
2024-01-03 10:43:36.762000,1,2.899
2024-01-03 10:37:50.524000,1,1.904
2024-01-03 11:27:31.205000,1,2.016
2024-01-03 10:23:03.350000,1,2.322
2024-01-03 09:49:28.176000,2,5.414
2024-01-03 10:20:37.927000,4,3.586
2024-01-03 10:22:45.734000,2,3.296
2024-01-03 10:37:57.086000,1,4.865
2024-01-03 11:27:27.886000,1,2.742
2024-01-03 10:37:55.683000,2,2.953
2024-01-03 10:44:05.254000,1,4.391
2024-01-03 09:50:55.843000,2,2.682
2024-01-03 10:42:32.426000,2,3.698
2024-01-03 10:23:06.352000,1,3.09
2024-01-03 10:20:42.656000,5,3.496
2024-01-03 09:50:59.374000,3,4.788
2024-01-03 10:37:52.577000,2,2.508
2024-01-03 11:27:12.714000,1,2.97
2024-01-03 09:49:10.344000,1,4.006
2024-01-03 09:50:30.162000,1,2.621
2024-01-03 09:49:27.765000,4,3.828
2024-01-03 09:48:57.542000,1,4.827
2024-01-03 10:20:19.139000,3,5.336
2024-01-03 09:49:14.229000,1,9.617
2024-01-03 10:43:01.098000,1,2.064
2024-01-03 11:27:34.429000,1,2.098
2024-01-03 10:22:41.434000,3,2.869
2024-01-03 10:20:56.994000,8,5.315
2024-01-03 10:24:32.475000,1,2.969
2024-01-03 10:42:17.929000,1,3.549
2024-01-03 10:37:32.142000,1,2.356
2024-01-03 11:27:35.614000,1,2.874
2024-01-03 09:49:08.944000,4,6.62
2024-01-03 11:26:56.277000,1,2.543
2024-01-03 10:20:40.495000,1,4.948
2024-01-03 10:42:30.608000,1,2.456
2024-01-03 10:44:00.865000,1,2.33
2024-01-03 09:49:12.165000,2,4.47
2024-01-03 10:20:55.389000,2,2.244
2024-01-03 10:38:51.643000,1,2.092
2024-01-03 10:37:37.299000,1,2.612
2024-01-03 10:38:18.868000,1,2.126
2024-01-03 10:23:04.955000,3,2.813
2024-01-03 10:22:29.740000,3,2.701
2024-01-03 10:24:19.268000,1,2.879
2024-01-03 09:48:57.970000,2,3.814
2024-01-03 10:22:29.836000,1,3.311
2024-01-03 09:49:26.781000,5,7.802
2024-01-03 11:27:27.443000,1,1.971
2024-01-03 09:49:11.750000,1,3.092
2024-01-03 09:49:12.277000,2,11.32
2024-01-03 10:39:21.649000,1,2.577
2024-01-03 10:20:41.026000,1,2.185
2024-01-03 10:21:09.019000,1,2.25
2024-01-03 09:49:08.298000,2,5.563
2024-01-03 09:49:30.960000,4,3.034
2024-01-03 10:24:08.745000,1,2.288
2024-01-03 09:48:56.577000,1,3.086
2024-01-03 10:23:16.981000,1,2.197
2024-01-03 11:26:55.516000,2,3.612
2024-01-03 09:50:15.244000,2,2.786
2024-01-03 09:50:33.923000,2,3.862
2024-01-03 09:49:14.851000,2,2.96
2024-01-03 09:50:27.608000,6,3.476
2024-01-03 10:20:54.852000,2,2.806
2024-01-03 10:43:03.669000,1,3.565
2024-01-03 09:49:53.405000,1,3.475
2024-01-03 09:49:34.398000,1,2.278
2024-01-03 09:50:00.181000,4,7.298
2024-01-03 10:23:18.814000,1,2.278
2024-01-03 10:22:59.599000,1,2.326
2024-01-03 09:50:32.013000,2,4.259
2024-01-03 09:49:13.031000,3,9.814
2024-01-03 10:42:51.114000,3,7.521
2024-01-03 11:27:44.323000,1,2.759
2024-01-03 10:37:17.548000,1,2.097
2024-01-03 10:42:36.064000,1,2.389
2024-01-03 10:37:30.960000,2,3.204
2024-01-03 11:27:25.184000,1,2.178
2024-01-03 10:43:13.335000,1,3.882
2024-01-03 10:38:51.222000,1,3.513
2024-01-03 10:38:50.893000,1,2.903
2024-01-03 11:27:46.795000,1,1.766
2024-01-03 09:48:56.039000,2,11.32
2024-01-03 10:42:36.932000,1,4.114
2024-01-03 11:27:46.363000,1,2.124
2024-01-03 10:23:48.449000,1,2.53
2024-01-03 10:37:37.840000,1,2.521
2024-01-03 09:50:59.155000,1,2.358
2024-01-03 10:42:02.459000,2,3.45
2024-01-03 10:23:21.168000,2,4.238
2024-01-03 11:27:33.039000,1,3.02
2024-01-03 10:42:58.950000,1,4.679
2024-01-03 10:20:19.478000,2,2.883
2024-01-03 10:37:48.809000,1,2.518
2024-01-03 10:21:23.866000,2,2.468
2024-01-03 10:42:36.713000,1,3.086
2024-01-03 09:49:28.286000,1,2.573
2024-01-03 10:21:21.286000,2,2.906
2024-01-03 10:21:25.263000,1,2.005
2024-01-03 10:44:04.733000,1,2.747
2024-01-03 10:22:59.479000,1,3.346
2024-01-03 10:22:40.901000,3,5.115
2024-01-03 10:20:19.569000,6,3.498
2024-01-03 09:48:55.932000,1,5.485
2024-01-03 10:42:14.059000,3,2.677
2024-01-03 10:23:01.628000,4,3.75
2024-01-03 10:37:18.198000,2,2.091
2024-01-03 10:20:42.325000,2,3.837
2024-01-03 10:37:50.310000,4,3.768
2024-01-03 10:42:39.830000,1,2.754
2024-01-03 10:23:20.727000,1,1.743
2024-01-03 10:42:12.891000,2,2.723
2024-01-03 10:37:51.505000,2,2.641
2024-01-03 10:37:55.886000,2,2.423
2024-01-03 10:20:07.104000,1,2.255
2024-01-03 11:27:12.172000,1,2.915
2024-01-03 10:42:13.093000,1,2.417
2024-01-03 10:23:06.994000,2,2.322
2024-01-03 11:27:07.349000,1,2.319
2024-01-03 10:21:41.091000,2,3.146
2024-01-03 10:38:57.979000,1,2.337
2024-01-03 10:20:25.159000,4,6.211
2024-01-03 09:48:58.200000,1,3.965
2024-01-03 09:49:25.065000,1,3.961
2024-01-03 10:21:45.813000,2,2.538
2024-01-03 10:23:27.709000,1,1.911
2024-01-03 10:20:42.864000,2,2.46
2024-01-03 10:42:34.350000,2,2.797
2024-01-03 10:42:19.655000,1,2.253
2024-01-03 11:26:56.371000,1,2.192
2024-01-03 11:26:54.973000,2,2.908
2024-01-03 09:49:26.030000,2,2.966
2024-01-03 09:50:32.312000,1,2.848
2024-01-03 10:42:12.449000,1,1.8
2024-01-03 10:21:06.901000,1,2.882
2024-01-03 10:43:38.372000,1,2.664
2024-01-03 10:42:51.755000,1,2.33
2024-01-03 10:38:21.335000,1,3.067
2024-01-03 10:37:29.992000,3,2.844
2024-01-03 09:48:57.334000,2,5.275
2024-01-03 10:37:34.308000,1,2.836
2024-01-03 09:49:25.174000,1,3.401
2024-01-03 11:27:30.353000,1,5.227
2024-01-03 11:26:56.600000,1,2.712
2024-01-03 10:38:09.211000,2,3.06
2024-01-03 09:50:35.009000,2,3.058
2024-01-03 09:50:13.734000,3,3.086
2024-01-03 10:37:35.812000,2,2.38
2024-01-03 10:20:24.288000,5,3.163
2024-01-03 09:49:45.470000,2,3.093
2024-01-03 09:49:32.253000,3,3.88
2024-01-03 11:27:10.664000,1,2.612
2024-01-03 10:37:53.959000,1,2.041
2024-01-03 11:27:13.356000,2,2.185
2024-01-03 10:20:43.177000,4,2.704
2024-01-03 10:24:06.919000,1,2.158
2024-01-03 10:20:19.888000,3,3.803
2024-01-03 11:27:30.132000,1,2.394
2024-01-03 09:49:27.331000,7,6.494
2024-01-03 10:42:37.460000,1,2.052
2024-01-03 11:27:29.284000,2,2.917
2024-01-03 10:22:40.470000,1,2.027
2024-01-03 09:49:54.697000,2,4.335
2024-01-03 10:37:52.133000,1,2.254
2024-01-03 10:38:54.765000,1,3.576
2024-01-03 09:49:12.810000,1,4.338
2024-01-03 09:49:33.451000,2,4.298
2024-01-03 10:23:07.546000,1,2.724
2024-01-03 10:20:07.214000,2,3.142
2024-01-03 10:39:22.291000,1,2.932
2024-01-03 09:49:33.328000,2,7.32
2024-01-03 09:49:09.479000,5,4.076
2024-01-03 10:20:18.276000,2,2.958
2024-01-03 11:27:53.894000,1,2.631
2024-01-03 09:49:46.009000,2,4.916
2024-01-03 09:50:46.059000,2,8.407
2024-01-03 10:20:06.163000,3,4.562
2024-01-03 10:23:29.212000,2,4.051
2024-01-03 10:38:36.260000,1,2.248
2024-01-03 11:27:07.443000,1,2.125
2024-01-03 09:49:33.894000,2,3.421
2024-01-03 10:22:59.050000,1,2.658
2024-01-03 10:38:09.102000,2,2.528
2024-01-03 10:37:56.017000,1,3.628
2024-01-03 10:23:05.615000,1,2.679
2024-01-03 10:42:13.633000,1,3.289
2024-01-03 10:37:30.637000,1,2.47
2024-01-03 09:49:59.204000,2,3.165
2024-01-03 10:21:42.702000,2,2.596
2024-01-03 10:23:48.664000,1,2.259
2024-01-03 11:27:08.300000,2,3.126
2024-01-03 10:42:59.716000,1,2.502
2024-01-03 09:49:58.362000,1,4.146
2024-01-03 10:20:06.912000,1,2.899
2024-01-03 10:21:19.889000,1,2.164
2024-01-03 10:38:17.047000,1,2.122
2024-01-03 10:20:22.679000,3,3.498
2024-01-03 09:49:59.098000,1,3.586
2024-01-03 10:23:07.103000,1,2.66
2024-01-03 09:49:14.657000,1,6.1
2024-01-03 10:20:18.598000,6,3.532
2024-01-03 09:49:25.492000,2,11.24
2024-01-03 10:42:49.710000,2,2.896
2024-01-03 09:49:07.672000,3,7.096
2024-01-03 10:42:35.427000,2,3.573
2024-01-03 10:20:42.971000,1,1.634
2024-01-03 11:26:56.714000,2,3.292
2024-01-03 10:23:46.182000,1,2.391
2024-01-03 11:27:30.573000,1,2.004
2024-01-03 10:43:51.918000,1,2.148
2024-01-03 11:27:31.743000,1,2.511
2024-01-03 10:20:17.856000,2,4.388
2024-01-03 09:49:14.423000,5,5.485
2024-01-03 10:23:06.890000,1,2.869
2024-01-03 10:24:05.179000,1,1.934
2024-01-03 09:49:08.727000,5,6.031
